,stm_metro_trip_id,stm_metro_trip_route_id,stm_metro_trip_service_id,stm_metro_trip_headsign,stm_metro_trip_direction_id
1577,279685056,5,24N-GLOBAUX-01-S,Station Snowdon,1
1578,279685059,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1579,279685062,5,24N-GLOBAUX-01-S,Station Snowdon,1
1580,279685065,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1581,279685068,5,24N-GLOBAUX-01-S,Station Snowdon,1
1582,279685071,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1583,279685074,5,24N-GLOBAUX-01-S,Station Snowdon,1
1584,279685077,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1585,279685080,5,24N-GLOBAUX-01-S,Station Snowdon,1
1586,279685083,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1587,279685086,5,24N-GLOBAUX-01-S,Station Snowdon,1
1588,279685089,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1589,279685092,5,24N-GLOBAUX-01-S,Station Snowdon,1
1590,279685095,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1591,279685098,5,24N-GLOBAUX-01-S,Station Snowdon,1
1592,279685101,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1593,279685104,5,24N-GLOBAUX-01-S,Station Snowdon,1
1594,279685108,5,24N-GLOBAUX-01-S,Station Snowdon,1
1595,279685111,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1596,279685114,5,24N-GLOBAUX-01-S,Station Snowdon,1
1597,279685117,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1598,279685120,5,24N-GLOBAUX-01-S,Station Snowdon,1
1599,279685123,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1600,279685126,5,24N-GLOBAUX-01-S,Station Snowdon,1
1601,279685130,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1602,279685133,5,24N-GLOBAUX-01-S,Station Snowdon,1
1603,279685136,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1604,279685139,5,24N-GLOBAUX-01-S,Station Snowdon,1
1605,279685142,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1606,279685145,5,24N-GLOBAUX-01-S,Station Snowdon,1
1607,279685149,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1608,279685152,5,24N-GLOBAUX-01-S,Station Snowdon,1
1609,279685155,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1610,279685158,5,24N-GLOBAUX-01-S,Station Snowdon,1
1611,279685161,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1612,279685164,5,24N-GLOBAUX-01-S,Station Snowdon,1
1613,279685167,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1614,279685170,5,24N-GLOBAUX-01-S,Station Snowdon,1
1615,279685173,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1616,279685176,5,24N-GLOBAUX-01-S,Station Snowdon,1
1617,279685179,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1618,279685182,5,24N-GLOBAUX-01-S,Station Snowdon,1
1619,279685185,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1620,279685188,5,24N-GLOBAUX-01-S,Station Snowdon,1
1621,279685191,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1622,279685194,5,24N-GLOBAUX-01-S,Station Snowdon,1
1623,279685197,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1624,279685200,5,24N-GLOBAUX-01-S,Station Snowdon,1
1625,279685204,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1626,279685207,5,24N-GLOBAUX-01-S,Station Snowdon,1
1627,279685210,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1628,279685213,5,24N-GLOBAUX-01-S,Station Snowdon,1
1629,279685216,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1630,279685219,5,24N-GLOBAUX-01-S,Station Snowdon,1
1631,279685222,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1632,279685225,5,24N-GLOBAUX-01-S,Station Snowdon,1
1633,279685228,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1634,279685231,5,24N-GLOBAUX-01-S,Station Snowdon,1
1635,279685234,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1636,279685237,5,24N-GLOBAUX-01-S,Station Snowdon,1
1637,279685240,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1638,279685243,5,24N-GLOBAUX-01-S,Station Snowdon,1
1639,279685246,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1640,279685249,5,24N-GLOBAUX-01-S,Station Snowdon,1
1641,279685252,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1642,279685255,5,24N-GLOBAUX-01-S,Station Snowdon,1
1643,279685258,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1644,279685261,5,24N-GLOBAUX-01-S,Station Snowdon,1
1645,279685264,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1646,279685267,5,24N-GLOBAUX-01-S,Station Snowdon,1
1647,279685270,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1648,279685273,5,24N-GLOBAUX-01-S,Station Snowdon,1
1649,279685276,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1650,279685279,5,24N-GLOBAUX-01-S,Station Snowdon,1
1651,279685282,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1652,279685285,5,24N-GLOBAUX-01-S,Station Snowdon,1
1653,279685288,5,24N-GLOBAUX-01-S,Station Saint-Michel,0
1654,279685812,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1655,279685813,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1656,279685819,1,24N-GLOBAUX-01-A,Station Angrignon,1
1657,279685820,1,24N-GLOBAUX-01-A,Station Angrignon,1
1658,279685832,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1659,279685833,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1660,279685834,1,24N-GLOBAUX-01-A,Station Angrignon,1
1661,279685835,1,24N-GLOBAUX-01-A,Station Angrignon,1
1662,279685836,1,24N-GLOBAUX-01-A,Station Angrignon,1
1663,279685843,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1664,279685844,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1665,279685852,1,24N-GLOBAUX-01-A,Station Angrignon,1
1666,279685853,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1667,279685854,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1668,279685855,1,24N-GLOBAUX-01-A,Station Angrignon,1
1669,279685856,1,24N-GLOBAUX-01-A,Station Angrignon,1
1670,279685857,1,24N-GLOBAUX-01-A,Station Angrignon,1
1671,279685867,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1672,279685868,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1673,279685869,1,24N-GLOBAUX-01-A,Station Angrignon,1
1674,279685872,1,24N-GLOBAUX-01-A,Station Angrignon,1
1675,279685875,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1676,279685878,1,24N-GLOBAUX-01-A,Station Angrignon,1
1677,279685881,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1678,279685884,1,24N-GLOBAUX-01-A,Station Angrignon,1
1679,279685887,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1680,279685890,1,24N-GLOBAUX-01-A,Station Angrignon,1
1681,279685893,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1682,279685896,1,24N-GLOBAUX-01-A,Station Angrignon,1
1683,279685899,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1684,279685902,1,24N-GLOBAUX-01-A,Station Angrignon,1
1685,279685905,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1686,279685908,1,24N-GLOBAUX-01-A,Station Angrignon,1
1687,279685911,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1688,279685914,1,24N-GLOBAUX-01-A,Station Angrignon,1
1689,279685917,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1690,279685920,1,24N-GLOBAUX-01-A,Station Angrignon,1
1691,279685923,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1692,279685926,1,24N-GLOBAUX-01-A,Station Angrignon,1
1693,279685929,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1694,279685932,1,24N-GLOBAUX-01-A,Station Angrignon,1
1695,279685935,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1696,279685938,1,24N-GLOBAUX-01-A,Station Angrignon,1
1697,279685941,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1698,279685944,1,24N-GLOBAUX-01-A,Station Angrignon,1
1699,279685947,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1700,279685950,1,24N-GLOBAUX-01-A,Station Angrignon,1
1701,279685953,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1702,279685956,1,24N-GLOBAUX-01-A,Station Angrignon,1
1703,279685959,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1704,279685962,1,24N-GLOBAUX-01-A,Station Angrignon,1
1705,279685965,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1706,279685968,1,24N-GLOBAUX-01-A,Station Angrignon,1
1707,279685971,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1708,279685974,1,24N-GLOBAUX-01-A,Station Angrignon,1
1709,279685977,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1710,279685980,1,24N-GLOBAUX-01-A,Station Angrignon,1
1711,279685983,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1712,279685986,1,24N-GLOBAUX-01-A,Station Angrignon,1
1713,279685989,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1714,279685992,1,24N-GLOBAUX-01-A,Station Angrignon,1
1715,279685995,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1716,279685998,1,24N-GLOBAUX-01-A,Station Angrignon,1
1717,279686001,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1718,279686004,1,24N-GLOBAUX-01-A,Station Angrignon,1
1719,279686007,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1720,279686010,1,24N-GLOBAUX-01-A,Station Angrignon,1
1721,279686013,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1722,279686016,1,24N-GLOBAUX-01-A,Station Angrignon,1
1723,279686019,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1724,279686022,1,24N-GLOBAUX-01-A,Station Angrignon,1
1725,279686025,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1726,279686028,1,24N-GLOBAUX-01-A,Station Angrignon,1
1727,279686031,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1728,279686034,1,24N-GLOBAUX-01-A,Station Angrignon,1
1729,279686037,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1730,279686040,1,24N-GLOBAUX-01-A,Station Angrignon,1
1731,279686043,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1732,279686046,1,24N-GLOBAUX-01-A,Station Angrignon,1
1733,279686049,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1734,279686052,1,24N-GLOBAUX-01-A,Station Angrignon,1
1735,279686055,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1736,279686058,1,24N-GLOBAUX-01-A,Station Angrignon,1
1737,279686061,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1738,279686064,1,24N-GLOBAUX-01-A,Station Angrignon,1
1739,279686067,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1740,279686070,1,24N-GLOBAUX-01-A,Station Angrignon,1
1741,279686073,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1742,279686076,1,24N-GLOBAUX-01-A,Station Angrignon,1
1743,279686079,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1744,279686082,1,24N-GLOBAUX-01-A,Station Angrignon,1
1745,279686085,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1746,279686088,1,24N-GLOBAUX-01-A,Station Angrignon,1
1747,279686091,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1748,279686094,1,24N-GLOBAUX-01-A,Station Angrignon,1
1749,279686097,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1750,279686100,1,24N-GLOBAUX-01-A,Station Angrignon,1
1751,279686103,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1752,279686106,1,24N-GLOBAUX-01-A,Station Angrignon,1
1753,279686109,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1754,279686112,1,24N-GLOBAUX-01-A,Station Angrignon,1
1755,279686115,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1756,279686118,1,24N-GLOBAUX-01-A,Station Angrignon,1
1757,279686121,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1758,279686124,1,24N-GLOBAUX-01-A,Station Angrignon,1
1759,279686127,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1760,279686130,1,24N-GLOBAUX-01-A,Station Angrignon,1
1761,279686133,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1762,279686136,1,24N-GLOBAUX-01-A,Station Angrignon,1
1763,279686139,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1764,279686142,1,24N-GLOBAUX-01-A,Station Angrignon,1
1765,279686144,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1766,279686147,1,24N-GLOBAUX-01-A,Station Angrignon,1
1767,279686150,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1768,279686153,1,24N-GLOBAUX-01-A,Station Angrignon,1
1769,279686156,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1770,279686159,1,24N-GLOBAUX-01-A,Station Angrignon,1
1771,279686162,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1772,279686165,1,24N-GLOBAUX-01-A,Station Angrignon,1
1773,279686168,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1774,279686171,1,24N-GLOBAUX-01-A,Station Angrignon,1
1775,279686174,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1776,279686177,1,24N-GLOBAUX-01-A,Station Angrignon,1
1777,279686180,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1778,279686182,1,24N-GLOBAUX-01-A,Station Angrignon,1
1779,279686185,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1780,279686188,1,24N-GLOBAUX-01-A,Station Angrignon,1
1781,279686191,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1782,279686194,1,24N-GLOBAUX-01-A,Station Angrignon,1
1783,279686197,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1784,279686200,1,24N-GLOBAUX-01-A,Station Angrignon,1
1785,279686203,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1786,279686206,1,24N-GLOBAUX-01-A,Station Angrignon,1
1787,279686209,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1788,279686212,1,24N-GLOBAUX-01-A,Station Angrignon,1
1789,279686215,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1790,279686224,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1791,279686227,1,24N-GLOBAUX-01-A,Station Angrignon,1
1792,279686230,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1793,279686233,1,24N-GLOBAUX-01-A,Station Angrignon,1
1794,279686236,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1795,279686239,1,24N-GLOBAUX-01-A,Station Angrignon,1
1796,279686242,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1797,279686245,1,24N-GLOBAUX-01-A,Station Angrignon,1
1798,279686248,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1799,279686251,1,24N-GLOBAUX-01-A,Station Angrignon,1
1800,279686254,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1801,279686257,1,24N-GLOBAUX-01-A,Station Angrignon,1
1802,279686260,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1803,279686263,1,24N-GLOBAUX-01-A,Station Angrignon,1
1804,279686266,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1805,279686269,1,24N-GLOBAUX-01-A,Station Angrignon,1
1806,279686272,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1807,279686275,1,24N-GLOBAUX-01-A,Station Angrignon,1
1808,279686278,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1809,279686281,1,24N-GLOBAUX-01-A,Station Angrignon,1
1810,279686284,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1811,279686287,1,24N-GLOBAUX-01-A,Station Angrignon,1
1812,279686290,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1813,279686293,1,24N-GLOBAUX-01-A,Station Angrignon,1
1814,279686296,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1815,279686299,1,24N-GLOBAUX-01-A,Station Angrignon,1
1816,279686302,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1817,279686305,1,24N-GLOBAUX-01-A,Station Angrignon,1
1818,279686308,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1819,279686311,1,24N-GLOBAUX-01-A,Station Angrignon,1
1820,279686314,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1821,279686317,1,24N-GLOBAUX-01-A,Station Angrignon,1
1822,279686320,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1823,279686323,1,24N-GLOBAUX-01-A,Station Angrignon,1
1824,279686326,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1825,279686329,1,24N-GLOBAUX-01-A,Station Angrignon,1
1826,279686332,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1827,279686336,1,24N-GLOBAUX-01-A,Station Angrignon,1
1828,279686339,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1829,279686342,1,24N-GLOBAUX-01-A,Station Angrignon,1
1830,279686345,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1831,279686348,1,24N-GLOBAUX-01-A,Station Angrignon,1
1832,279686351,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1833,279686354,1,24N-GLOBAUX-01-A,Station Angrignon,1
1834,279686357,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1835,279686360,1,24N-GLOBAUX-01-A,Station Angrignon,1
1836,279686363,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1837,279686366,1,24N-GLOBAUX-01-A,Station Angrignon,1
1838,279686369,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1839,279686372,1,24N-GLOBAUX-01-A,Station Angrignon,1
1840,279686375,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1841,279686378,1,24N-GLOBAUX-01-A,Station Angrignon,1
1842,279686381,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1843,279686384,1,24N-GLOBAUX-01-A,Station Angrignon,1
1844,279686387,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1845,279686391,1,24N-GLOBAUX-01-A,Station Angrignon,1
1846,279686394,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1847,279686397,1,24N-GLOBAUX-01-A,Station Angrignon,1
1848,279686400,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1849,279686403,1,24N-GLOBAUX-01-A,Station Angrignon,1
1850,279686406,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1851,279686409,1,24N-GLOBAUX-01-A,Station Angrignon,1
1852,279686412,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1853,279686415,1,24N-GLOBAUX-01-A,Station Angrignon,1
1854,279686418,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1855,279686421,1,24N-GLOBAUX-01-A,Station Angrignon,1
1856,279686424,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1857,279686427,1,24N-GLOBAUX-01-A,Station Angrignon,1
1858,279686430,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1859,279686433,1,24N-GLOBAUX-01-A,Station Angrignon,1
1860,279686436,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1861,279686439,1,24N-GLOBAUX-01-A,Station Angrignon,1
1862,279686442,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1863,279686445,1,24N-GLOBAUX-01-A,Station Angrignon,1
1864,279686448,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1865,279686451,1,24N-GLOBAUX-01-A,Station Angrignon,1
1866,279686454,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1867,279686457,1,24N-GLOBAUX-01-A,Station Angrignon,1
1868,279686460,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1869,279686463,1,24N-GLOBAUX-01-A,Station Angrignon,1
1870,279686466,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1871,279686469,1,24N-GLOBAUX-01-A,Station Angrignon,1
1872,279686472,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1873,279686475,1,24N-GLOBAUX-01-A,Station Angrignon,1
1874,279686478,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1875,279686481,1,24N-GLOBAUX-01-A,Station Angrignon,1
1876,279686484,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1877,279686487,1,24N-GLOBAUX-01-A,Station Angrignon,1
1878,279686490,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1879,279686493,1,24N-GLOBAUX-01-A,Station Angrignon,1
1880,279686496,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1881,279686499,1,24N-GLOBAUX-01-A,Station Angrignon,1
1882,279686502,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1883,279686505,1,24N-GLOBAUX-01-A,Station Angrignon,1
1884,279686508,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1885,279686511,1,24N-GLOBAUX-01-A,Station Angrignon,1
1886,279686514,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1887,279686517,1,24N-GLOBAUX-01-A,Station Angrignon,1
1888,279686520,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1889,279686523,1,24N-GLOBAUX-01-A,Station Angrignon,1
1890,279686526,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1891,279686529,1,24N-GLOBAUX-01-A,Station Angrignon,1
1892,279686532,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1893,279686535,1,24N-GLOBAUX-01-A,Station Angrignon,1
1894,279686538,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1895,279686541,1,24N-GLOBAUX-01-A,Station Angrignon,1
1896,279686544,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1897,279686547,1,24N-GLOBAUX-01-A,Station Angrignon,1
1898,279686550,1,24N-GLOBAUX-01-A,Station Angrignon,1
1899,279686553,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1900,279686556,1,24N-GLOBAUX-01-A,Station Angrignon,1
1901,279686559,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1902,279686562,1,24N-GLOBAUX-01-A,Station Angrignon,1
1903,279686565,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1904,279686568,1,24N-GLOBAUX-01-A,Station Angrignon,1
1905,279686571,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1906,279686574,1,24N-GLOBAUX-01-A,Station Angrignon,1
1907,279686577,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1908,279686580,1,24N-GLOBAUX-01-A,Station Angrignon,1
1909,279686583,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1910,279686586,1,24N-GLOBAUX-01-A,Station Angrignon,1
1911,279686589,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1912,279686593,1,24N-GLOBAUX-01-A,Station Angrignon,1
1913,279686596,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1914,279686599,1,24N-GLOBAUX-01-A,Station Angrignon,1
1915,279686602,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1916,279686605,1,24N-GLOBAUX-01-A,Station Angrignon,1
1917,279686608,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1918,279686611,1,24N-GLOBAUX-01-A,Station Angrignon,1
1919,279686614,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1920,279686617,1,24N-GLOBAUX-01-A,Station Angrignon,1
1921,279686620,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1922,279686623,1,24N-GLOBAUX-01-A,Station Angrignon,1
1923,279686626,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1924,279686629,1,24N-GLOBAUX-01-A,Station Angrignon,1
1925,279686632,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1926,279686635,1,24N-GLOBAUX-01-A,Station Angrignon,1
1927,279686638,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1928,279686641,1,24N-GLOBAUX-01-A,Station Angrignon,1
1929,279686644,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1930,279686647,1,24N-GLOBAUX-01-A,Station Angrignon,1
1931,279686650,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1932,279686654,1,24N-GLOBAUX-01-A,Station Angrignon,1
1933,279686657,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1934,279686660,1,24N-GLOBAUX-01-A,Station Angrignon,1
1935,279686663,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1936,279686666,1,24N-GLOBAUX-01-A,Station Angrignon,1
1937,279686669,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1938,279686672,1,24N-GLOBAUX-01-A,Station Angrignon,1
1939,279686675,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1940,279686678,1,24N-GLOBAUX-01-A,Station Angrignon,1
1941,279686681,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1942,279686684,1,24N-GLOBAUX-01-A,Station Angrignon,1
1943,279686687,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1944,279686690,1,24N-GLOBAUX-01-A,Station Angrignon,1
1945,279686693,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1946,279686696,1,24N-GLOBAUX-01-A,Station Angrignon,1
1947,279686699,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1948,279686702,1,24N-GLOBAUX-01-A,Station Angrignon,1
1949,279686705,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1950,279686708,1,24N-GLOBAUX-01-A,Station Angrignon,1
1951,279686711,1,24N-GLOBAUX-01-A,Station Honoré-Beaugrand,0
1952,279686718,2,24N-GLOBAUX-01-A,Station Côte-Vertu,1
1953,279686719,2,24N-GLOBAUX-01-A,Station Côte-Vertu,1
1954,279686721,2,24N-GLOBAUX-01-A,Station Côte-Vertu,1
1955,279686722,2,24N-GLOBAUX-01-A,Station Montmorency -Zone B,0
1956,279686723,2,24N-GLOBAUX-01-A,Station Côte-Vertu,1
